csv_file,model_name,hyperparameters,accuracy
output_mode_imputed.csv,AdaBoostClassifier,"{'adaboostclassifier__algorithm': 'SAMME.R', 'adaboostclassifier__learning_rate': 0.1, 'adaboostclassifier__n_estimators': 200}",0.8095238095238095
output_custom_imputed.csv,AdaBoostClassifier,"{'adaboostclassifier__algorithm': 'SAMME.R', 'adaboostclassifier__learning_rate': 0.1, 'adaboostclassifier__n_estimators': 200}",0.8095238095238095
output_knn_imputed_custom.csv,AdaBoostClassifier,"{'adaboostclassifier__algorithm': 'SAMME', 'adaboostclassifier__learning_rate': 0.1, 'adaboostclassifier__n_estimators': 200}",0.8095238095238095
output_mean_imputed.csv,AdaBoostClassifier,"{'adaboostclassifier__algorithm': 'SAMME.R', 'adaboostclassifier__learning_rate': 0.01, 'adaboostclassifier__n_estimators': 200}",0.8095238095238095
output_ffill_imputed.csv,AdaBoostClassifier,"{'adaboostclassifier__algorithm': 'SAMME.R', 'adaboostclassifier__learning_rate': 0.01, 'adaboostclassifier__n_estimators': 200}",0.8095238095238095
output_iterative_imputed.csv,LogisticRegression,"{'logisticregression__C': 0.1, 'logisticregression__class_weight': None, 'logisticregression__max_iter': 200, 'logisticregression__penalty': 'l1', 'logisticregression__solver': 'saga'}",0.8095238095238095
output_interpolated.csv,AdaBoostClassifier,"{'adaboostclassifier__algorithm': 'SAMME.R', 'adaboostclassifier__learning_rate': 0.01, 'adaboostclassifier__n_estimators': 200}",0.8095238095238095
output_bfill_imputed.csv,AdaBoostClassifier,"{'adaboostclassifier__algorithm': 'SAMME.R', 'adaboostclassifier__learning_rate': 0.01, 'adaboostclassifier__n_estimators': 200}",0.8095238095238095
output_median_imputed.csv,AdaBoostClassifier,"{'adaboostclassifier__algorithm': 'SAMME.R', 'adaboostclassifier__learning_rate': 0.01, 'adaboostclassifier__n_estimators': 200}",0.8095238095238095
