CSV File,Model,Selection Method,Number of Features,MSE,Selected Features
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,2,2.065360923786705,"['F43', 'F44']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,3,2.01734590774004,"['F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,4,1.456387249466999,"['F28', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,5,1.8871977483310138,"['F3_e', 'F28', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,6,2.2843540471681374,"['F3_c', 'F3_e', 'F28', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,7,1.5822030604041362,"['F3_c', 'F3_e', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,8,1.7922406177995545,"['OF22', 'F3_c', 'F3_e', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,9,1.9986127262523512,"['OF22', 'F3_c', 'F3_d', 'F3_e', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,10,2.065641370311376,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,11,1.1609074484035322,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F22', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,12,1.530704602685661,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F22', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,13,1.4516686806367765,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F22', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,14,1.1129570936449378,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F22', 'F28', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,15,0.942437738158189,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F22', 'F28', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,16,1.0165306402269871,"['OF22', 'OF26', 'F3_a', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F22', 'F28', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,17,0.9670010387440305,"['OF22', 'OF26', 'F3_a', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,18,1.0050667259345527,"['OF22', 'OF26', 'F3_a', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_f_regression,19,1.029582017468101,"['OF22', 'OF26', 'F3_a', 'F3_b', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,2,1.6168654060912333,"['F31', 'F43']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,3,1.409129763527557,"['F28', 'F31', 'F43']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,4,1.6051937556539169,"['F28', 'F31', 'F43', 'F44']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,5,0.8815283786273473,"['F22', 'F28', 'F31', 'F43', 'F44']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,6,0.9606499804606986,"['F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,7,1.410801219599344,"['OF22', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,8,1.2347723418354197,"['OF22', 'F3_e', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,9,0.7605386815925008,"['OF22', 'F3_d', 'F3_e', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,10,1.3529400239304783,"['OF22', 'F3_c', 'F3_e', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,11,1.3849166763983674,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,12,1.800667845971082,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,13,1.5538751365115218,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,14,1.495275182578609,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,15,1.7271920202341964,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,16,1.065565199862746,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,17,0.8831458070137963,"['OF22', 'OF26', 'F3_b', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,18,0.9041924871666398,"['OF22', 'OF26', 'F3_b', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,SelectKBest_mutual_info_regression,19,0.9863415078101214,"['OF22', 'OF26', 'F3_a', 'F3_b', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,2,11.04764890496367,"['F31', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,3,11.196255476214077,"['F31', 'F45', 'F3_g']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,4,12.083787773446533,"['F31', 'F45', 'F3_g', 'F43']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,5,10.569386630472327,"['F31', 'F45', 'F3_g', 'F43', 'F3_a']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,6,11.314333004054507,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,7,14.253795158492267,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,8,12.276423461120363,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,9,9.949688933675525,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,10,10.737618181838789,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,11,11.776313312779601,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22', 'F3_e']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,12,11.39742373296335,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22', 'F3_e', 'F28']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,13,7.956537990484915,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22', 'F3_e', 'F28', 'F44']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,14,6.482572884030178,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22', 'F3_e', 'F28', 'F44', 'F20']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,15,1.1832432754338005,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22', 'F3_e', 'F28', 'F44', 'F20', 'F21']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,16,1.366407506123838,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22', 'F3_e', 'F28', 'F44', 'F20', 'F21', 'OF22']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,17,0.8543172246944865,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22', 'F3_e', 'F28', 'F44', 'F20', 'F21', 'OF22', 'F3_b']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,18,0.9558303155876755,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22', 'F3_e', 'F28', 'F44', 'F20', 'F21', 'OF22', 'F3_b', 'F48']"
../../../Data_ML/4_out_csvs_regression_norm\output_knn_imputed_custom.csv,MLPRegressor,VarianceThreshold,19,1.249818705191181,"['F31', 'F45', 'F3_g', 'F43', 'F3_a', 'F3_d', 'F3_f', 'F3_c', 'OF26', 'F22', 'F3_e', 'F28', 'F44', 'F20', 'F21', 'OF22', 'F3_b', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,2,0.7231460855272341,"['F43', 'F44']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,3,0.5623340983851627,"['F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,4,0.28219782327484105,"['F28', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,5,0.3369547373640921,"['F3_e', 'F28', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,6,0.5339994694139717,"['OF26', 'F3_e', 'F28', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,7,0.4021804627799564,"['OF26', 'F3_c', 'F3_e', 'F28', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,8,0.4145431399920675,"['OF26', 'F3_c', 'F3_e', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,9,0.2698549008789486,"['OF26', 'F3_c', 'F3_d', 'F3_e', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,10,0.4205667222834809,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,11,0.39775946503954324,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F28', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,12,0.6886214825667784,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F28', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,13,0.2805103543429564,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F22', 'F28', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,14,0.1909347359825544,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F22', 'F28', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,15,0.42516075269487513,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F21', 'F22', 'F28', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,16,0.12145181471934505,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,17,0.05504155533118287,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,18,0.19743700163359132,"['OF22', 'OF26', 'F3_a', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_f_regression,19,0.23476376689394046,"['OF22', 'OF26', 'F3_a', 'F3_b', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,2,0.3355187467170455,"['F31', 'F43']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,3,0.12433494240677521,"['F22', 'F31', 'F43']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,4,0.08377870732711816,"['F22', 'F28', 'F31', 'F43']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,5,0.11152242067847931,"['F22', 'F28', 'F31', 'F43', 'F44']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,6,0.09842264989419472,"['F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,7,0.08239210199523431,"['OF22', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,8,0.06407267219820506,"['OF22', 'F3_d', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,9,0.08748311285440676,"['OF22', 'OF26', 'F3_e', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,10,0.060591338479813496,"['OF22', 'OF26', 'F3_d', 'F3_e', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,11,0.058915399871747154,"['OF22', 'OF26', 'F3_d', 'F3_e', 'F20', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,12,0.07016492519741317,"['OF22', 'OF26', 'F3_d', 'F3_e', 'F20', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,13,0.05812202583870567,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F20', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,14,0.24563962425024982,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F20', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,15,0.07942139125427236,"['OF22', 'OF26', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F20', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,16,0.06776933011183701,"['OF22', 'OF26', 'F3_b', 'F3_c', 'F3_d', 'F3_e', 'F3_g', 'F20', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,17,0.07420061897250722,"['OF22', 'OF26', 'F3_b', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,18,0.10409835746456007,"['OF22', 'OF26', 'F3_b', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,19,0.1691371696044326,"['OF22', 'OF26', 'F3_a', 'F3_b', 'F3_c', 'F3_d', 'F3_e', 'F3_f', 'F3_g', 'F20', 'F21', 'F22', 'F28', 'F31', 'F43', 'F44', 'F45', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,2,2.387413240710179,"['F31', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,3,2.407101804886093,"['F31', 'F45', 'F3_g']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,4,3.3126238371230095,"['F31', 'F45', 'F3_g', 'F43']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,5,2.216002085101805,"['F31', 'F45', 'F3_g', 'F43', 'F3_d']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,6,2.335888073949668,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,7,4.593063919819184,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,8,3.5132611338005058,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,9,5.743077580121002,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,10,6.222412140873068,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,11,5.2443860234390804,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22', 'F3_e']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,12,5.397306994669061,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22', 'F3_e', 'F28']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,13,3.3447973969935254,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22', 'F3_e', 'F28', 'F44']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,14,2.1929306959622914,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22', 'F3_e', 'F28', 'F44', 'F3_b']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,15,0.10027892143453823,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22', 'F3_e', 'F28', 'F44', 'F3_b', 'F20']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,16,0.13603507622370908,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22', 'F3_e', 'F28', 'F44', 'F3_b', 'F20', 'F21']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,17,0.1272067053938838,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22', 'F3_e', 'F28', 'F44', 'F3_b', 'F20', 'F21', 'OF22']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,18,0.17279275557353405,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22', 'F3_e', 'F28', 'F44', 'F3_b', 'F20', 'F21', 'OF22', 'F48']"
../../../Data_ML/4_out_csvs_regression\output_mode_imputed.csv,MLPRegressor,VarianceThreshold,19,0.1858680652024416,"['F31', 'F45', 'F3_g', 'F43', 'F3_d', 'F3_a', 'F3_f', 'OF26', 'F3_c', 'F22', 'F3_e', 'F28', 'F44', 'F3_b', 'F20', 'F21', 'OF22', 'F48', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_iterative_imputed.csv,AdaBoostRegressor,SelectKBest_f_regression,2,0.08499495491215196,"['F43', 'F44']"
