id,OF1,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF12,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF30,OF31,OF32,OF33,OF34,OF35,OF36,OF37,OF38,F1,F2,F3_a,F3_b,F3_c,F3_d,F3_e,F3_f,F3_g,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66a,F66b,F67,F68,S1,S2,S3,S4,S5,S6,WS,WS_Benefit,SFST,SFST_Benefit,SR,SR_Benefit,PR,PR_Benefit,NR,NR_Benefit
131.0,1,2,5,7,1,3.0,0.0,4,5,3,5,0.0,5,5,5,3,4,0.46,0.0,4,4,3,1,0,3,5,1859.0,2,6,0.0,0.0,0.0,,,,,0.0,2,2,0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,1,0,4,4,1,1,1,1,1,2,4,3,2,1,1,1,2,3,2,4,1,3,0.0,0.0,2,2,2,5,1.0,3,5,5,2,1.0,0.0,0.0,3,1.0,0.0,2,1,3,0.0,3,3,1,5,0,0,5,2,4,1,1,6,1,0.0,0.0,7,0.0,0,3.6,,,,,0.5,,,,,,1,0,1,1,1,1,1,2,1,0
133.0,1,4,5,7,1,3.0,0.0,4,5,3,5,0.0,3,6,5,3,4,0.53,1.0,4,4,3,1,3,3,5,1677.0,2,6,0.0,0.0,0.0,,,,,0.0,2,1,3,1.0,0.0,1.0,1.0,3.0,3.0,2.0,3,160,3,2,2,1,1,1,1,1,5,1,1,1,1,1,1,3,2,2,4,3,0.0,0.0,1,1,1,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,4,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,1,3.89,,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2,0,0,0,2,2,2,2,2,2
134.0,1,4,5,7,1,3.0,0.0,5,5,3,4,0.0,3,6,6,3,4,0.81,0.0,4,4,3,1,3,3,4,1464.0,0,6,0.0,0.0,0.0,,,,,0.0,2,1,3,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3,192,4,2,1,1,1,1,1,1,5,1,1,1,1,1,1,3,2,1,5,1,0.0,0.0,1,1,1,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,4,0,0,1.0,3,0,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,1,4.04,,48.0,,,0.0,,,,,,1,0,0,0,2,0,2,0,2,0
136.0,1,5,5,7,1,3.0,0.0,4,4,3,4,0.0,1,1,4,2,4,0.59,0.0,4,4,2,1,3,3,4,1985.0,0,6,0.0,0.0,0.0,1.0,,,,0.0,1,2,3,1.0,0.0,1.0,0.0,1.0,4.0,2.0,2,160,4,2,2,1,2,1,1,2,4,1,2,1,1,1,1,4,4,2,1,5,1.0,1.0,2,2,2,2,1.0,4,5,5,3,1.0,1.0,0.0,2,1.0,0.0,1,2,5,0.0,1,3,1,5,0,0,5,1,4,1,2,6,1,0.0,0.0,7,0.0,1,6.85,,45.0,0.0,0.0,0.0,,,,,,0,0,2,1,1,1,1,2,0,1
137.0,1,1,5,7,2,1.0,1.0,5,4,3,6,0.0,7,5,5,3,2,0.04,0.0,4,4,2,1,2,2,5,1799.0,2,6,0.0,0.0,0.0,,,,,,4,3,0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,1,112,4,1,0,0,0,1,1,5,3,1,1,2,1,1,2,4,2,3,4,5,0.0,0.0,1,2,2,1,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1,2,4,0.0,3,3,2,5,0,0,4,1,4,1,1,6,1,0.0,0.0,7,,1,,,,,,0.0,,,,,,0,0,2,2,0,1,1,2,0,1
141.0,1,1,4,6,2,3.0,2.0,3,5,3,5,0.0,7,4,6,2,4,0.079,0.0,4,4,1,3,2,1,0,1666.0,2,6,0.0,0.0,0.0,,,,,,0,3,0,2.0,0.0,1.0,5.0,0.0,1.0,1.0,0,96,3,1,0,0,0,1,1,5,3,0,2,4,1,1,3,4,3,3,3,5,0.0,0.0,2,2,2,1,1.0,0,3,5,1,1.0,0.0,0.0,3,1.0,0.0,1,1,5,0.0,3,3,3,5,0,0,4,6,4,1,0,6,1,0.0,0.0,7,0.0,0,,,,,,0.6666666666666666,,,,,,0,1,2,2,0,1,0,2,0,1
145.0,1,2,5,7,1,3.0,0.0,4,1,2,4,0.0,7,6,6,4,0,0.16,0.0,4,4,1,1,2,3,3,1632.0,2,6,0.0,0.0,0.0,,,,,0.0,2,3,0,1.0,1.0,0.0,5.0,0.0,1.0,2.0,1,72,3,2,3,1,2,1,1,5,2,1,2,2,3,1,3,3,4,2,2,2,0.0,0.0,2,3,3,1,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1,2,4,0.0,1,2,2,5,0,0,4,1,4,2,2,6,1,0.0,0.0,7,0.0,2,6.42,,105.0,0.0,0.0,0.0,,,,,,0,0,2,2,0,1,1,2,1,1
147.0,1,4,5,7,4,3.0,0.0,4,1,1,4,0.0,4,6,6,4,4,0.01,0.0,4,4,1,1,3,3,4,1516.0,2,6,0.0,0.0,0.0,,,,,0.0,4,3,4,0.0,0.0,0.0,4.0,0.0,2.0,2.0,1,64,4,2,3,2,2,1,1,2,1,1,1,2,1,2,2,3,4,2,1,3,0.0,0.0,4,2,3,3,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1,2,5,0.0,1,3,1,4,2,3,5,1,4,1,2,6,1,0.0,0.0,7,0.0,2,6.97,,183.0,0.0,1.0,0.0,,,,,,1,0,2,2,1,1,1,2,1,2
148.0,1,2,5,7,1,3.0,0.0,4,1,1,2,0.0,6,6,6,5,4,0.41,0.0,4,4,1,2,2,3,4,1348.0,1,6,0.0,0.0,0.0,,,,,0.0,4,3,4,0.0,0.0,0.0,4.0,0.0,2.0,2.0,1,64,4,2,4,1,2,1,1,2,2,1,1,2,1,1,1,4,3,2,1,3,0.0,0.0,3,3,3,1,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1,2,4,0.0,2,2,1,4,1,3,5,1,4,2,2,2,1,0.0,0.0,7,0.0,0,7.89,,194.0,0.0,0.0,0.0,,,,,,0,1,2,2,0,1,1,2,0,2
153.0,1,2,6,6,1,3.0,0.0,3,3,3,5,0.0,7,5,6,4,4,0.42,0.0,4,4,2,1,3,1,4,1677.0,2,6,0.0,1.0,0.0,0.0,,,,0.0,4,4,3,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1,0,3,4,1,3,1,1,1,2,4,1,2,1,1,1,2,3,1,2,3,4,0.0,0.0,2,2,1,2,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1,1,2,0.0,2,3,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,0,,,,0.0,,0.5,,,,,,0,0,2,2,0,1,1,2,0,1
154.0,1,4,5,7,1,3.0,0.0,5,5,3,5,0.0,3,4,6,1,4,0.72,0.0,4,4,3,1,3,3,4,1455.0,0,5,0.0,0.0,0.0,1.0,,,,0.0,1,2,3,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1,192,4,4,2,1,2,1,1,1,5,2,2,1,1,1,1,3,4,3,1,1,0.0,0.0,2,5,1,5,1.0,5,4,5,3,1.0,0.0,0.0,2,1.0,0.0,1,1,1,0.0,1,2,1,5,0,0,5,1,4,1,1,1,1,0.0,0.0,4,0.0,1,6.43,,80.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,2,0,1,1,1,2,1,0
155.0,1,4,5,7,1,3.0,0.0,4,4,3,3,0.0,7,6,6,4,4,0.31,1.0,4,4,2,1,3,3,4,1609.0,2,6,0.0,0.0,0.0,,,,,0.0,4,4,3,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1,232,0,4,1,2,2,1,1,2,2,2,2,1,1,1,2,3,3,4,1,3,0.0,0.0,2,2,3,5,1.0,4,4,5,2,1.0,0.0,1.0,2,1.0,0.0,1,1,3,0.0,1,2,1,5,0,0,5,1,4,2,2,6,1,0.0,0.0,7,0.0,1,6.28,,160.0,1.0,0.0,0.0,,,,,,0,0,2,2,1,2,1,2,1,2
156.0,1,2,4,7,4,3.0,0.0,4,3,3,5,0.0,7,5,6,5,2,0.09,1.0,4,4,1,1,3,3,4,1516.0,2,6,0.0,0.0,0.0,,,,,0.0,4,4,3,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1,72,4,4,2,4,1,1,1,2,1,1,1,1,1,1,1,3,2,4,1,5,0.0,0.0,2,2,1,4,1.0,3,4,3,1,1.0,0.0,0.0,2,1.0,0.0,1,1,3,0.0,1,3,1,4,2,2,4,1,4,1,0,6,1,0.0,0.0,7,0.0,1,6.02,,140.0,0.0,1.0,0.0,,,,,,0,0,2,2,0,2,1,2,1,2
160.0,1,1,5,7,2,3.0,0.0,4,2,2,3,0.0,7,4,6,5,4,0.57,1.0,4,4,2,2,2,3,5,1329.0,2,6,0.0,0.0,0.0,,,,,0.0,4,4,3,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1,232,3,4,3,3,2,1,1,2,1,1,1,2,1,1,2,3,4,2,1,3,0.0,0.0,2,2,1,1,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,1,2,0.0,2,2,2,3,1,3,4,1,4,1,1,4,1,0.0,0.0,7,0.0,0,6.92,,176.0,0.0,0.0,0.3333333333333333,,,,,,0,2,2,2,0,2,1,2,1,2
163.0,1,5,5,7,1,0.0,0.0,4,5,3,5,0.0,3,2,6,5,4,0.54,0.0,4,4,2,1,3,1,4,1486.0,0,6,0.0,0.0,0.0,,,,,0.0,4,3,4,4.0,0.0,2.0,2.0,1.0,1.0,1.0,2,232,3,1,0,0,0,1,1,3,4,3,2,1,2,1,3,4,3,3,2,5,0.0,0.0,2,2,2,5,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1,2,5,1.0,3,2,1,5,0,0,5,1,4,1,0,6,1,0.0,0.0,7,0.0,1,6.16,,134.0,0.0,0.0,0.0,,,,,,0,0,2,1,0,1,1,2,1,1
167.0,1,1,5,6,1,0.0,0.0,4,1,1,5,0.0,7,5,6,5,1,0.39,0.0,4,4,2,1,3,2,4,1538.0,2,6,0.0,0.0,0.0,,,,,0.0,4,3,0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,3,94,4,1,0,0,0,1,1,3,3,3,1,1,2,1,2,5,2,1,6,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,2,4,0.0,3,1,2,4,2,2,5,1,4,1,1,6,0,0.0,0.0,7,0.0,0,6.62,,,,,0.0,,,,,,1,2,1,2,1,0,0,0,0,2
169.0,1,3,5,7,1,0.0,0.0,4,4,3,5,0.0,7,6,6,5,4,0.43,0.0,4,4,2,1,3,3,4,1342.0,0,6,0.0,0.0,0.0,,,,,0.0,4,3,0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,2,63,3,1,0,0,0,1,1,2,2,3,2,4,2,1,2,3,4,2,3,5,0.0,0.0,2,2,2,2,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,1,2,5,0.0,2,3,2,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,0,7.35,,380.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,2,1,0,1,1,2,0,1
16.0,1,1,5,7,1,3.0,0.0,5,5,3,2,0.0,6,5,6,5,4,0.6,0.0,4,4,1,1,3,3,4,1418.0,0,6,0.0,0.0,0.0,,,,,0.0,2,4,3,1.0,0.0,1.0,0.0,1.0,2.0,4.0,1,232,3,4,2,2,2,1,1,2,3,3,2,1,1,1,2,3,4,2,1,2,0.0,0.0,2,2,1,1,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1,2,2,0.0,2,3,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,1,6.17,,33.0,,,0.0,,,,,,0,0,2,1,0,1,1,2,1,1
174.0,1,1,5,7,4,3.0,1.0,4,4,3,5,0.0,7,4,6,2,4,0.0787,0.0,4,4,1,2,3,3,6,1670.0,2,6,0.0,0.0,0.0,,,,,,4,2,0,2.0,0.0,4.0,0.0,0.0,3.0,2.0,2,224,2,2,1,1,1,1,1,1,5,1,1,1,1,1,3,3,1,1,6,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,4,0,0,1.0,3,3,2,5,0,0,4,6,4,1,1,6,1,0.0,0.0,7,,0,,,,,,0.0,,,,,,1,0,0,0,0,0,2,0,2,0
175.0,1,4,5,7,4,2.0,1.0,4,2,3,5,0.0,6,4,6,2,3,0.1969,0.0,4,4,2,2,3,2,4,1697.0,2,6,0.0,0.0,0.0,,,,,0.0,2,2,4,1.0,0.0,0.0,1.0,0.0,4.0,3.0,1,224,4,3,4,2,1,1,1,3,3,1,1,3,1,1,3,2,2,4,3,2,0.0,0.0,1,3,2,3,1.0,5,4,5,3,1.0,0.0,0.0,1,1.0,0.0,1,2,4,0.0,3,3,1,4,2,1,5,1,4,1,1,6,1,0.0,0.0,7,,0,,,,0.0,1.0,0.0,0.0,,0.0,0.0,,0,1,2,2,0,1,1,2,0,1
177.0,1,4,5,7,2,3.0,0.0,4,5,3,2,0.0,4,4,6,5,4,0.77,0.0,4,4,3,1,3,3,4,1512.0,0,6,0.0,0.0,0.0,,,,,0.0,4,2,0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0,192,4,5,2,1,2,1,1,1,5,1,1,1,1,1,1,3,3,3,2,1,0.0,0.0,2,2,2,5,1.0,6,3,4,1,1.0,0.0,0.0,0,0.0,0.0,5,0,0,1.0,3,3,1,4,1,2,5,2,4,3,2,1,1,0.0,0.0,7,0.0,0,6.31,,63.0,0.0,0.0,0.6666666666666666,,,,,,2,1,0,0,2,0,2,0,2,0
178.0,1,1,5,7,1,3.0,0.0,4,5,3,5,0.0,7,5,6,1,4,0.58,0.0,4,4,4,1,3,3,4,1551.0,0,6,0.0,0.0,0.0,,,,,0.0,1,1,3,2.0,0.0,3.0,0.0,3.0,1.0,2.0,1,160,1,2,2,1,1,1,1,1,5,1,2,1,1,0,2,3,2,1,5,2,0.0,0.0,1,1,1,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,4,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,1,3.63,,58.0,,,0.0,,,,,,2,1,0,0,2,0,2,0,2,0
17.0,1,2,5,7,1,3.0,0.0,5,5,3,3,0.0,7,5,6,5,4,0.55,0.0,4,4,1,1,3,3,3,1407.0,0,6,0.0,0.0,0.0,,,,,0.0,2,4,3,1.0,0.0,1.0,1.0,1.0,2.0,4.0,2,232,4,4,2,1,1,1,1,2,2,2,2,3,1,2,2,4,4,3,1,2,0.0,0.0,2,2,2,4,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,2,1,3,0.0,1,3,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,1,6.35,,63.0,1.0,,0.0,,,,,,1,0,1,1,0,1,1,2,2,1
189.0,1,1,6,7,1,3.0,0.0,4,5,3,5,0.0,7,5,6,1,4,0.58,0.0,4,4,3,1,3,3,4,1551.0,0,6,0.0,0.0,0.0,,,,,0.0,2,1,3,1.0,0.0,1.0,0.0,3.0,0.0,3.0,2,128,4,3,1,1,1,1,1,1,5,1,1,1,1,1,2,3,2,1,5,1,0.0,0.0,1,1,1,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,5,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,1,3.53,,51.0,,,0.0,,,,,,2,0,0,0,2,0,2,0,2,0
18.0,1,3,6,7,1,3.0,0.0,5,5,3,5,1.0,3,5,6,5,4,0.01,0.0,4,4,2,1,3,2,4,1426.0,2,6,0.0,0.0,0.0,0.0,,,,0.0,2,4,3,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3,168,4,4,3,1,2,1,1,2,2,2,2,2,2,1,2,4,3,3,2,3,0.0,0.0,2,2,2,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2,1,3,0.0,1,3,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,,0,6.02,,,,,0.0,,,,,,1,0,1,1,0,0,1,0,1,0
191.0,1,3,5,6,2,3.0,0.0,3,4,3,5,0.0,4,3,6,4,4,0.47,0.0,4,4,3,1,3,3,4,1692.0,0,6,0.0,0.0,0.0,,,,,0.0,4,1,3,1.0,0.0,1.0,0.0,2.0,1.0,4.0,2,128,1,3,3,1,1,1,1,2,5,3,2,1,1,1,1,3,1,1,6,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,4,0,0,1.0,3,3,1,5,0,0,5,1,4,2,1,6,1,0.0,0.0,7,0.0,0,4.65,,52.0,,,0.0,,,,,,2,0,0,0,1,0,2,0,2,0
192.0,1,1,6,7,1,3.0,0.0,4,4,3,5,0.0,7,6,6,4,4,0.45,0.0,4,4,4,1,3,3,4,1358.0,0,6,0.0,0.0,1.0,1.0,,,,0.0,1,1,3,1.0,0.0,2.0,0.0,2.0,2.0,4.0,1,128,3,4,2,1,1,1,1,1,5,1,2,1,1,1,1,3,2,1,5,1,0.0,0.0,1,1,1,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,5,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,1,4.85,,64.0,,,0.0,,,,,,2,0,0,0,2,0,2,0,2,0
208.0,1,3,4,1,4,3.0,2.0,5,1,2,4,0.0,4,6,1,2,2,0.001,0.0,4,4,2,2,2,2,6,1945.0,2,6,0.0,0.0,0.0,,,,,,4,3,0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,3,80,3,2,3,2,2,1,1,5,4,1,0,4,1,1,3,3,2,4,3,5,0.0,0.0,1,1,1,4,1.0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1,2,4,0.0,3,3,1,3,2,2,5,1,4,1,1,6,1,0.0,0.0,7,,0,,,,,,0.0,0.0,,0.0,0.0,,0,1,2,2,0,0,2,1,0,1
209.0,1,2,4,5,6,0.0,0.0,4,1,2,5,0.0,5,4,2,5,4,0.06,0.0,4,4,2,2,3,2,4,1950.0,2,6,0.0,1.0,0.0,0.0,,,,,4,3,0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,1,224,1,3,3,1,1,2,2,4,2,1,1,2,1,1,2,2,0,2,5,5,0.0,0.0,2,2,2,3,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,1,1,0.0,2,1,1,3,1,3,4,1,4,3,2,5,1,0.0,0.0,7,,0,,,,,,0.5,,,,,,0,1,1,2,0,0,1,1,0,1
210.0,1,3,5,5,6,3.0,0.0,4,3,2,4,0.0,4,4,2,5,4,0.096,0.0,4,4,1,1,3,3,6,2092.0,0,6,1.0,1.0,0.0,0.0,,,,0.0,2,1,3,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3,192,3,2,2,1,1,1,1,1,5,1,1,1,1,1,1,3,1,1,6,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,5,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,0.0,0.0,7,0.0,0,,,,,,0.0,,,,,,2,0,0,0,1,0,2,0,2,1
